,filename,position
7190,2233,"[728, 447, 56, 35]"
7191,2234,"[438, 419, 59, 41]"
7192,2234,"[442, 439, 60, 37]"
7193,2234,"[518, 452, 70, 37]"
7194,2234,"[457, 430, 118, 50]"
7195,2234,"[601, 452, 61, 36]"
7196,2236,"[471, 435, 112, 50]"
7197,2237,"[460, 423, 84, 48]"
7198,2237,"[502, 421, 90, 45]"
7199,2237,"[494, 412, 121, 73]"
7200,2239,"[452, 420, 80, 51]"
7201,2240,"[589, 448, 71, 41]"
7202,2240,"[446, 417, 70, 45]"
7203,2241,"[595, 444, 63, 43]"
7204,2242,"[571, 444, 61, 43]"
7205,2242,"[607, 446, 62, 44]"
7206,2242,"[589, 439, 91, 60]"
7207,2243,"[425, 449, 47, 43]"
7208,2243,"[559, 447, 54, 38]"
7209,2244,"[427, 451, 49, 41]"
7210,2245,"[559, 451, 44, 40]"
7211,2247,"[440, 426, 57, 40]"
7212,2247,"[617, 449, 53, 31]"
7213,2251,"[614, 450, 55, 32]"
7214,2252,"[606, 446, 66, 37]"
7215,2253,"[618, 447, 63, 34]"
7216,2254,"[556, 448, 44, 37]"
7217,2257,"[617, 445, 65, 37]"
7218,2257,"[557, 412, 119, 56]"
7219,2258,"[545, 432, 95, 46]"
7220,2258,"[613, 448, 64, 41]"
7221,2258,"[594, 419, 126, 49]"
7222,2258,"[532, 448, 138, 63]"
7223,2259,"[575, 441, 80, 43]"
7224,2259,"[516, 459, 120, 68]"
7225,2259,"[533, 420, 84, 41]"
7226,2259,"[544, 414, 127, 56]"
7227,2260,"[562, 445, 62, 41]"
7228,2261,"[555, 442, 58, 43]"
7229,2261,"[581, 448, 68, 41]"
7230,2261,"[559, 444, 104, 60]"
7231,2261,"[557, 462, 93, 75]"
7232,2261,"[562, 418, 132, 58]"
7233,2262,"[582, 444, 61, 40]"
7234,2262,"[541, 430, 58, 42]"
7235,2263,"[560, 445, 62, 39]"
7236,2265,"[540, 432, 57, 41]"
7237,2265,"[541, 442, 64, 41]"
7238,2265,"[521, 436, 93, 51]"
7239,2265,"[671, 395, 174, 88]"
7240,2265,"[782, 394, 90, 93]"
7241,2266,"[476, 411, 39, 49]"
7242,2266,"[512, 420, 89, 57]"
7243,2266,"[652, 419, 119, 64]"
7244,2267,"[526, 430, 70, 50]"
7245,2267,"[636, 422, 92, 47]"
7246,2267,"[635, 432, 89, 50]"
7247,2268,"[459, 412, 38, 46]"
7248,2268,"[524, 421, 60, 48]"
7249,2268,"[537, 434, 62, 46]"
7250,2268,"[625, 432, 76, 41]"
7251,2270,"[525, 418, 59, 42]"
7252,2270,"[535, 432, 63, 40]"
7253,2270,"[621, 438, 70, 37]"
7254,2271,"[463, 423, 46, 37]"
7255,2273,"[618, 447, 56, 31]"
7256,2275,"[568, 440, 50, 40]"
7257,2275,"[447, 419, 52, 43]"
7258,2275,"[531, 412, 45, 36]"
7259,2275,"[617, 444, 58, 35]"
7260,2275,"[681, 430, 177, 59]"
7261,2275,"[815, 440, 77, 49]"
7262,2277,"[551, 421, 45, 41]"
7263,2278,"[615, 453, 53, 31]"
7264,2278,"[561, 403, 108, 54]"
7265,2279,"[457, 411, 45, 48]"
7266,2279,"[569, 430, 49, 37]"
7267,2279,"[612, 449, 58, 34]"
7268,2279,"[456, 443, 53, 37]"
7269,2279,"[549, 422, 83, 48]"
7270,2280,"[591, 438, 56, 35]"
7271,2281,"[526, 413, 46, 33]"
7272,2281,"[708, 418, 71, 30]"
7273,2281,"[599, 442, 64, 36]"
7274,2281,"[571, 441, 51, 34]"
7275,2282,"[520, 409, 48, 39]"
7276,2282,"[542, 407, 115, 51]"
7277,2282,"[716, 417, 59, 31]"
7278,2282,"[718, 430, 66, 38]"
7279,2283,"[794, 430, 104, 93]"
7280,2283,"[515, 408, 53, 44]"
7281,2283,"[507, 398, 84, 63]"
7282,2283,"[723, 415, 54, 31]"
7283,2283,"[722, 430, 59, 41]"
7284,2284,"[532, 424, 46, 39]"
7285,2284,"[541, 406, 111, 56]"
7286,2285,"[543, 438, 43, 43]"
7287,2285,"[581, 427, 77, 44]"
7288,2287,"[472, 419, 42, 34]"
7289,2287,"[544, 417, 117, 56]"
7290,2287,"[721, 417, 51, 25]"
7291,2287,"[595, 438, 71, 38]"
7292,2288,"[532, 415, 90, 47]"
7293,2289,"[475, 417, 47, 46]"
7294,2289,"[516, 414, 82, 44]"
7295,2289,"[510, 404, 110, 63]"
7296,2289,"[704, 423, 84, 29]"
7297,2289,"[709, 452, 76, 32]"
7298,2290,"[473, 414, 45, 48]"
7299,2290,"[621, 444, 69, 32]"
7300,2291,"[532, 415, 61, 35]"
7301,2291,"[728, 426, 54, 28]"
7302,2291,"[620, 443, 66, 34]"
7303,2291,"[736, 451, 58, 37]"
7304,2292,"[715, 425, 61, 28]"
7305,2293,"[529, 412, 59, 43]"
7306,2293,"[508, 394, 121, 79]"
7307,2293,"[722, 423, 56, 28]"
7308,2293,"[542, 445, 56, 32]"
7309,2293,"[619, 444, 70, 38]"
7310,2295,"[531, 414, 59, 39]"
7311,2295,"[726, 428, 49, 23]"
7312,2296,"[552, 407, 112, 53]"
7313,2296,"[628, 445, 63, 33]"
7314,2297,"[543, 425, 78, 45]"
7315,2297,"[826, 451, 48, 41]"
7316,2297,"[562, 401, 137, 62]"
7317,2297,"[735, 430, 43, 24]"
7318,2297,"[593, 424, 87, 47]"
7319,2297,"[731, 448, 50, 37]"
7320,2298,"[542, 419, 70, 40]"
7321,2298,"[595, 421, 100, 51]"
7322,2298,"[574, 427, 111, 53]"
7323,2298,"[828, 452, 49, 39]"
7324,2300,"[607, 432, 77, 44]"
7325,2300,"[730, 448, 63, 35]"
7326,2300,"[625, 425, 137, 57]"
7327,2301,"[523, 417, 61, 33]"
7328,2301,"[590, 416, 131, 58]"
7329,2301,"[618, 437, 66, 40]"
7330,2301,"[629, 431, 116, 55]"
7331,2302,"[524, 413, 64, 40]"
7332,2302,"[517, 407, 92, 51]"
7333,2302,"[676, 439, 94, 47]"
7334,2302,"[624, 424, 149, 60]"
7335,2303,"[626, 435, 96, 45]"
7336,2303,"[700, 443, 81, 40]"
7337,2304,"[525, 416, 55, 47]"
7338,2304,"[638, 432, 132, 51]"
7339,2305,"[532, 416, 53, 43]"
7340,2305,"[636, 424, 90, 41]"
7341,2305,"[677, 427, 98, 41]"
7342,2305,"[644, 425, 145, 57]"
7343,2305,"[630, 436, 100, 44]"
7344,2305,"[716, 439, 88, 44]"
7345,2306,"[534, 418, 55, 39]"
7346,2306,"[702, 426, 74, 32]"
7347,2306,"[534, 429, 57, 37]"
7348,2306,"[631, 431, 72, 41]"
7349,2306,"[673, 431, 89, 46]"
7350,2307,"[534, 421, 57, 38]"
7351,2307,"[518, 417, 103, 51]"
7352,2307,"[713, 425, 67, 30]"
7353,2307,"[536, 429, 60, 39]"
7354,2307,"[626, 436, 65, 39]"
7355,2307,"[723, 445, 65, 42]"
7356,2308,"[623, 441, 60, 35]"
7357,2309,"[540, 444, 61, 34]"
7358,2309,"[619, 443, 60, 33]"
7359,2309,"[742, 446, 50, 38]"
7360,2309,"[784, 444, 141, 75]"
7361,2310,"[538, 432, 54, 37]"
7362,2310,"[544, 444, 56, 32]"
7363,2310,"[622, 446, 57, 31]"
7364,2310,"[730, 447, 54, 39]"
7365,2310,"[840, 275, 451, 301]"
7366,2311,"[539, 424, 53, 35]"
7367,2311,"[728, 438, 51, 32]"
7368,2311,"[619, 449, 56, 28]"
7369,2311,"[730, 449, 57, 32]"
7370,2312,"[534, 423, 55, 38]"
7371,2312,"[535, 433, 49, 36]"
7372,2312,"[626, 444, 52, 34]"
7373,2312,"[725, 439, 52, 39]"
7374,2313,"[625, 444, 54, 34]"
7375,2313,"[531, 420, 57, 37]"
7376,2314,"[529, 418, 60, 39]"
7377,2314,"[574, 420, 85, 54]"
7378,2314,"[625, 430, 60, 34]"
7379,2314,"[714, 420, 67, 32]"
7380,2314,"[724, 438, 59, 49]"
7381,2314,"[670, 426, 141, 66]"
7382,2315,"[715, 433, 57, 36]"
7383,2315,"[527, 416, 57, 38]"
7384,2315,"[550, 410, 115, 53]"
7385,2315,"[523, 433, 52, 39]"
7386,2315,"[606, 432, 68, 45]"
7387,2316,"[530, 416, 56, 38]"
7388,2316,"[643, 417, 108, 55]"
7389,2316,"[528, 436, 51, 33]"
7390,2316,"[717, 441, 52, 36]"
7391,2318,"[617, 409, 137, 66]"
7392,2318,"[631, 427, 93, 50]"
7393,2319,"[609, 422, 108, 60]"
7394,2319,"[528, 408, 52, 44]"
7395,2319,"[602, 400, 150, 70]"
7396,2319,"[628, 406, 160, 73]"
7397,2319,"[663, 424, 112, 59]"
7398,2320,"[613, 431, 89, 55]"
7399,2320,"[526, 411, 51, 42]"
7400,2320,"[605, 425, 123, 64]"
7401,2320,"[660, 422, 113, 59]"
7402,2320,"[641, 426, 128, 62]"
7403,2321,"[619, 437, 76, 51]"
7404,2321,"[524, 406, 58, 47]"
7405,2321,"[518, 399, 77, 64]"
7406,2321,"[594, 409, 137, 69]"
7407,2321,"[631, 417, 122, 68]"
7408,2321,"[707, 445, 77, 45]"
7409,2322,"[570, 419, 92, 68]"
7410,2322,"[518, 425, 193, 150]"
7411,2322,"[628, 429, 66, 42]"
7412,2322,"[653, 426, 110, 55]"
7413,2322,"[631, 434, 121, 58]"
7414,2322,"[832, 431, 226, 123]"
7415,2322,"[545, 441, 68, 40]"
7416,2323,"[601, 437, 71, 53]"
7417,2323,"[552, 413, 71, 58]"
7418,2323,"[541, 403, 97, 76]"
7419,2323,"[687, 437, 85, 46]"
7420,2324,"[611, 441, 61, 48]"
7421,2324,"[542, 413, 58, 47]"
7422,2324,"[632, 418, 111, 66]"
7423,2324,"[703, 442, 77, 42]"
7424,2325,"[832, 412, 42, 43]"
7425,2325,"[540, 427, 54, 44]"
7426,2325,"[612, 442, 62, 45]"
7427,2325,"[540, 413, 51, 42]"
7428,2325,"[674, 431, 98, 52]"
7429,2325,"[681, 433, 150, 58]"
7430,2327,"[538, 420, 51, 43]"
7431,2327,"[560, 433, 94, 69]"
7432,2327,"[561, 453, 92, 77]"
7433,2327,"[609, 423, 79, 41]"
7434,2327,"[553, 411, 114, 53]"
7435,2328,"[535, 417, 49, 38]"
7436,2328,"[590, 424, 85, 50]"
7437,2328,"[560, 409, 115, 55]"
7438,2328,"[714, 415, 65, 31]"
7439,2328,"[939, 411, 54, 34]"
7440,2328,"[577, 436, 147, 76]"
7441,2328,"[654, 431, 163, 58]"
7442,2329,"[536, 414, 48, 38]"
7443,2329,"[545, 428, 53, 47]"
7444,2329,"[537, 423, 75, 71]"
7445,2329,"[603, 437, 75, 47]"
7446,2329,"[608, 421, 72, 41]"
7447,2329,"[578, 399, 170, 71]"
7448,2329,"[734, 446, 62, 41]"
7449,2330,"[535, 414, 59, 40]"
7450,2330,"[527, 406, 79, 61]"
7451,2330,"[516, 411, 91, 100]"
7452,2330,"[502, 437, 109, 86]"
7453,2330,"[547, 443, 93, 81]"
7454,2330,"[730, 424, 57, 30]"
7455,2330,"[585, 434, 168, 97]"
7456,2330,"[746, 445, 60, 49]"
7457,2330,"[668, 427, 152, 88]"
7458,2331,"[934, 410, 40, 43]"
7459,2331,"[527, 416, 88, 87]"
7460,2331,"[551, 422, 102, 76]"
7461,2331,"[791, 433, 122, 116]"
7462,2331,"[908, 441, 63, 52]"
7463,2331,"[799, 482, 134, 100]"
7464,2331,"[614, 414, 76, 31]"
7465,2331,"[587, 399, 162, 71]"
7466,2332,"[540, 427, 74, 72]"
7467,2332,"[931, 426, 41, 45]"
7468,2332,"[726, 420, 138, 94]"
7469,2332,"[716, 449, 74, 39]"
7470,2332,"[722, 434, 143, 107]"
7471,2332,"[656, 483, 162, 98]"
7472,2333,"[769, 418, 90, 67]"
7473,2333,"[547, 431, 67, 59]"
7474,2333,"[576, 435, 65, 59]"
7475,2333,"[542, 419, 62, 54]"
7476,2333,"[626, 418, 61, 36]"
7477,2333,"[570, 398, 176, 71]"
7478,2333,"[720, 415, 64, 36]"
7479,2333,"[682, 431, 149, 61]"
7480,2334,"[550, 438, 58, 47]"
7481,2334,"[580, 441, 64, 47]"
7482,2334,"[544, 417, 63, 51]"
7483,2334,"[601, 422, 61, 46]"
7484,2334,"[550, 402, 140, 69]"
7485,2334,"[734, 407, 57, 37]"
7486,2334,"[952, 409, 51, 32]"
7487,2334,"[779, 443, 133, 80]"
7488,2335,"[551, 441, 55, 42]"
7489,2335,"[704, 446, 82, 39]"
7490,2335,"[540, 428, 61, 41]"
7491,2335,"[957, 403, 53, 32]"
7492,2336,"[547, 429, 66, 43]"
7493,2336,"[539, 422, 88, 57]"
7494,2336,"[618, 424, 56, 33]"
7495,2336,"[708, 434, 84, 35]"
7496,2336,"[617, 437, 64, 42]"
7497,2336,"[677, 429, 173, 58]"
7498,2337,"[543, 435, 66, 40]"
7499,2337,"[547, 423, 66, 39]"
7500,2337,"[578, 422, 72, 43]"
7501,2337,"[577, 431, 78, 48]"
7502,2337,"[713, 437, 89, 40]"
7503,2337,"[687, 428, 165, 65]"
7504,2338,"[578, 433, 68, 40]"
7505,2338,"[544, 423, 60, 38]"
7506,2338,"[579, 418, 62, 36]"
7507,2338,"[548, 413, 119, 56]"
7508,2338,"[712, 427, 89, 37]"
7509,2338,"[696, 430, 156, 56]"
7510,2338,"[842, 427, 191, 83]"
7511,2338,"[803, 492, 155, 103]"
7512,2339,"[538, 421, 52, 39]"
7513,2339,"[593, 428, 60, 37]"
7514,2339,"[560, 437, 58, 42]"
7515,2339,"[584, 434, 72, 47]"
7516,2339,"[844, 441, 72, 52]"
7517,2339,"[715, 424, 88, 32]"
7518,2339,"[568, 430, 121, 74]"
7519,2339,"[677, 428, 175, 62]"
7520,2339,"[793, 492, 163, 104]"
7521,2340,"[607, 426, 56, 36]"
7522,2340,"[842, 445, 68, 49]"
7523,2340,"[716, 420, 71, 36]"
7524,2340,"[1028, 392, 54, 37]"
7525,2340,"[595, 434, 70, 40]"
7526,2340,"[683, 431, 150, 58]"
7527,2341,"[1024, 392, 50, 39]"
7528,2341,"[581, 433, 55, 39]"
7529,2341,"[583, 451, 92, 73]"
7530,2341,"[611, 423, 61, 35]"
7531,2341,"[591, 411, 121, 54]"
7532,2341,"[709, 421, 72, 35]"
7533,2341,"[598, 444, 77, 49]"
7534,2341,"[582, 440, 131, 79]"
7535,2341,"[661, 427, 127, 68]"
7536,2341,"[819, 451, 63, 49]"
7537,2342,"[568, 437, 52, 38]"
7538,2342,"[589, 440, 65, 38]"
7539,2342,"[821, 443, 106, 102]"
7540,2343,"[557, 428, 45, 35]"
7541,2343,"[561, 440, 48, 38]"
7542,2343,"[612, 433, 57, 35]"
7543,2343,"[590, 443, 58, 36]"
7544,2344,"[583, 446, 59, 38]"
7545,2344,"[557, 438, 93, 57]"
7546,2344,"[622, 431, 56, 33]"
7547,2344,"[735, 425, 46, 30]"
7548,2344,"[706, 449, 90, 38]"
7549,2344,"[685, 437, 147, 60]"
7550,2345,"[597, 449, 67, 37]"
7551,2345,"[644, 434, 100, 56]"
7552,2345,"[637, 456, 108, 70]"
7553,2345,"[581, 422, 109, 54]"
7554,2345,"[727, 422, 60, 33]"
7555,2345,"[710, 443, 77, 47]"
7556,2346,"[819, 437, 115, 85]"
7557,2346,"[586, 435, 79, 53]"
7558,2346,"[685, 426, 84, 43]"
7559,2347,"[578, 438, 107, 76]"
7560,2347,"[692, 425, 82, 41]"
7561,2347,"[595, 444, 72, 45]"
7562,2347,"[696, 433, 79, 45]"
7563,2347,"[675, 427, 106, 55]"
7564,2348,"[564, 430, 75, 54]"
7565,2348,"[591, 444, 87, 58]"
7566,2348,"[573, 459, 124, 83]"
7567,2348,"[600, 432, 79, 52]"
7568,2348,"[702, 425, 77, 36]"
7569,2348,"[679, 434, 141, 60]"
7570,2349,"[584, 439, 69, 46]"
7571,2349,"[555, 424, 62, 41]"
7572,2349,"[590, 422, 73, 43]"
7573,2349,"[628, 445, 140, 71]"
7574,2350,"[571, 442, 61, 42]"
7575,2350,"[596, 439, 74, 47]"
7576,2350,"[582, 437, 100, 59]"
7577,2350,"[604, 431, 67, 38]"
7578,2350,"[661, 432, 108, 52]"
7579,2350,"[715, 441, 89, 46]"
7580,2351,"[556, 423, 61, 41]"
7581,2351,"[596, 429, 64, 43]"
7582,2351,"[597, 441, 60, 40]"
7583,2351,"[567, 420, 111, 56]"
7584,2351,"[800, 435, 142, 76]"
7585,2352,"[610, 437, 60, 40]"
7586,2352,"[719, 417, 77, 32]"
7587,2352,"[728, 457, 68, 37]"
7588,2352,"[618, 424, 150, 65]"
7589,2353,"[566, 410, 93, 60]"
7590,2353,"[589, 419, 115, 57]"
7591,2353,"[628, 425, 112, 55]"
7592,2353,"[615, 442, 59, 42]"
7593,2353,"[754, 427, 103, 57]"
7594,2354,"[549, 406, 77, 54]"
7595,2354,"[546, 399, 102, 69]"
7596,2354,"[564, 400, 144, 74]"
7597,2354,"[608, 408, 147, 74]"
7598,2355,"[586, 415, 79, 63]"
7599,2355,"[541, 404, 72, 51]"
7600,2355,"[539, 397, 97, 62]"
7601,2355,"[565, 400, 112, 70]"
7602,2355,"[611, 401, 150, 81]"
7603,2356,"[602, 427, 69, 53]"
7604,2356,"[605, 415, 71, 51]"
7605,2356,"[578, 405, 126, 69]"
7606,2356,"[666, 422, 109, 66]"
7607,2356,"[646, 412, 149, 78]"
7608,2357,"[609, 423, 60, 45]"
7609,2357,"[609, 434, 60, 48]"
7610,2357,"[627, 412, 145, 76]"
7611,2358,"[542, 437, 48, 53]"
7612,2358,"[616, 432, 58, 47]"
7613,2358,"[602, 423, 86, 67]"
7614,2358,"[539, 409, 64, 41]"
7615,2358,"[566, 409, 94, 62]"
7616,2358,"[676, 402, 135, 79]"
7617,2358,"[732, 445, 57, 45]"
7618,2359,"[556, 419, 97, 66]"
7619,2359,"[641, 423, 113, 73]"
7620,2359,"[793, 429, 125, 80]"
7621,2360,"[590, 429, 76, 54]"
7622,2360,"[794, 431, 116, 80]"
7623,2360,"[682, 431, 90, 63]"
7624,2360,"[672, 424, 122, 72]"
7625,2361,"[816, 440, 87, 64]"
7626,2361,"[580, 416, 114, 64]"
7627,2361,"[801, 431, 116, 81]"
7628,2362,"[603, 429, 85, 51]"
7629,2362,"[817, 446, 81, 55]"
7630,2362,"[796, 440, 113, 71]"
7631,2363,"[821, 429, 77, 48]"
7632,2363,"[610, 435, 76, 49]"
7633,2363,"[822, 447, 73, 52]"
7634,2363,"[805, 435, 104, 79]"
7635,2364,"[617, 438, 69, 45]"
7636,2364,"[828, 425, 76, 40]"
7637,2364,"[825, 439, 74, 44]"
7638,2364,"[805, 430, 114, 75]"
7639,2364,"[803, 453, 127, 83]"
7640,2365,"[626, 443, 61, 42]"
7641,2365,"[816, 433, 102, 67]"
7642,2365,"[583, 421, 119, 60]"
7643,2366,"[623, 442, 62, 48]"
7644,2366,"[828, 442, 84, 57]"
7645,2366,"[809, 435, 116, 79]"
7646,2366,"[616, 429, 65, 38]"
7647,2366,"[589, 422, 110, 55]"
7648,2366,"[724, 416, 76, 40]"
7649,2366,"[807, 487, 129, 100]"
7650,2367,"[620, 446, 62, 49]"
7651,2367,"[608, 438, 89, 66]"
7652,2367,"[716, 468, 109, 71]"
7653,2367,"[612, 424, 71, 44]"
7654,2367,"[586, 412, 108, 64]"
7655,2367,"[738, 413, 61, 35]"
7656,2367,"[803, 437, 140, 92]"
7657,2368,"[622, 438, 74, 55]"
7658,2368,"[602, 440, 98, 66]"
7659,2368,"[607, 431, 76, 41]"
7660,2368,"[586, 428, 107, 58]"
7661,2368,"[828, 421, 66, 36]"
7662,2368,"[788, 430, 152, 96]"
7663,2368,"[614, 457, 66, 42]"
7664,2369,"[618, 436, 84, 73]"
7665,2369,"[658, 440, 104, 72]"
7666,2369,"[816, 425, 91, 72]"
7667,2369,"[624, 458, 85, 72]"
7668,2369,"[311, 410, 891, 354]"
7669,2369,"[560, 394, 145, 76]"
7670,2369,"[778, 486, 173, 123]"
7671,2370,"[618, 441, 71, 56]"
7672,2370,"[582, 416, 130, 72]"
7673,2370,"[646, 436, 146, 81]"
7674,2370,"[806, 426, 118, 84]"
7675,2370,"[659, 460, 171, 100]"
7676,2371,"[625, 444, 62, 52]"
7677,2371,"[587, 420, 117, 64]"
7678,2371,"[821, 426, 89, 56]"
7679,2371,"[647, 442, 116, 71]"
7680,2371,"[807, 428, 124, 83]"
7681,2372,"[615, 441, 66, 51]"
7682,2372,"[588, 412, 109, 77]"
7683,2372,"[643, 436, 147, 73]"
7684,2372,"[797, 422, 127, 85]"
7685,2372,"[625, 444, 200, 120]"
7686,2373,"[621, 428, 60, 46]"
7687,2373,"[589, 417, 102, 67]"
7688,2373,"[712, 428, 151, 101]"
7689,2373,"[675, 429, 201, 141]"
7690,2374,"[625, 424, 52, 42]"
7691,2374,"[617, 432, 61, 46]"
7692,2374,"[701, 429, 152, 92]"
7693,2374,"[772, 440, 110, 72]"
7694,2374,"[745, 428, 154, 99]"
7695,2374,"[713, 468, 252, 158]"
7696,2375,"[630, 421, 50, 42]"
7697,2375,"[625, 429, 57, 49]"
7698,2375,"[541, 414, 53, 38]"
7699,2375,"[757, 423, 111, 63]"
7700,2375,"[735, 418, 146, 80]"
7701,2375,"[681, 422, 153, 75]"
7702,2375,"[777, 425, 158, 97]"
7703,2375,"[754, 457, 232, 171]"
7704,2376,"[631, 416, 52, 43]"
7705,2376,"[777, 398, 113, 86]"
7706,2376,"[600, 405, 98, 66]"
7707,2376,"[644, 422, 98, 63]"
7708,2376,"[789, 435, 94, 56]"
7709,2376,"[786, 413, 145, 135]"
7710,2377,"[543, 404, 48, 39]"
7711,2377,"[632, 416, 47, 38]"
7712,2377,"[799, 402, 92, 63]"
7713,2377,"[784, 391, 127, 94]"
7714,2377,"[623, 425, 61, 50]"
7715,2377,"[591, 427, 114, 97]"
7716,2377,"[685, 430, 178, 70]"
7717,2377,"[777, 416, 161, 121]"
7718,2377,"[719, 466, 263, 157]"
7719,2378,"[540, 410, 47, 39]"
7720,2378,"[806, 388, 109, 85]"
7721,2378,"[839, 385, 90, 88]"
7722,2378,"[613, 424, 55, 48]"
7723,2378,"[566, 414, 84, 63]"
7724,2378,"[642, 420, 214, 106]"
7725,2378,"[663, 431, 332, 201]"
7726,2379,"[550, 400, 92, 62]"
7727,2379,"[737, 398, 130, 110]"
7728,2379,"[786, 402, 146, 100]"
7729,2379,"[750, 401, 206, 150]"
7730,2379,"[606, 430, 65, 53]"
7731,2379,"[589, 424, 120, 98]"
7732,2380,"[704, 400, 150, 133]"
7733,2380,"[754, 409, 147, 116]"
7734,2380,"[712, 384, 216, 174]"
7735,2381,"[727, 406, 172, 121]"
7736,2381,"[717, 415, 226, 175]"
7737,2382,"[618, 444, 49, 46]"
7738,2382,"[602, 421, 71, 34]"
7739,2382,"[734, 414, 188, 117]"
7740,2382,"[720, 419, 242, 161]"
7741,2383,"[787, 414, 118, 76]"
7742,2383,"[622, 442, 49, 46]"
7743,2383,"[542, 425, 50, 30]"
7744,2383,"[717, 418, 169, 102]"
7745,2383,"[757, 420, 170, 114]"
7746,2384,"[541, 416, 53, 37]"
7747,2384,"[774, 417, 151, 97]"
7748,2384,"[744, 420, 214, 144]"
7749,2385,"[617, 447, 54, 42]"
7750,2385,"[776, 424, 149, 99]"
7751,2385,"[651, 439, 136, 106]"
7752,2386,"[630, 427, 52, 49]"
7753,2386,"[534, 405, 58, 44]"
7754,2386,"[589, 414, 99, 66]"
7755,2387,"[635, 423, 53, 50]"
7756,2387,"[538, 412, 62, 43]"
7757,2387,"[611, 420, 83, 58]"
7758,2387,"[759, 419, 183, 110]"
7759,2387,"[712, 433, 292, 202]"
7760,2388,"[632, 421, 56, 47]"
7761,2388,"[532, 414, 60, 41]"
7762,2388,"[571, 408, 96, 60]"
7763,2389,"[632, 419, 53, 46]"
7764,2389,"[631, 426, 57, 53]"
7765,2389,"[678, 450, 147, 91]"
7766,2390,"[635, 422, 45, 43]"
7767,2390,"[635, 433, 52, 51]"
7768,2390,"[630, 425, 68, 79]"
7769,2390,"[722, 438, 163, 110]"
7770,2390,"[692, 447, 131, 84]"
7771,2391,"[611, 412, 93, 63]"
7772,2391,"[631, 430, 56, 45]"
7773,2392,"[622, 411, 73, 60]"
7774,2392,"[609, 405, 98, 76]"
7775,2392,"[624, 420, 77, 63]"
7776,2393,"[627, 413, 62, 53]"
7777,2393,"[598, 408, 101, 68]"
7778,2393,"[621, 423, 68, 54]"
7779,2394,"[530, 411, 64, 41]"
7780,2394,"[570, 407, 100, 64]"
7781,2394,"[598, 402, 101, 71]"
7782,2394,"[627, 426, 59, 49]"
7783,2395,"[531, 413, 63, 39]"
7784,2395,"[522, 408, 98, 54]"
7785,2395,"[544, 410, 113, 55]"
7786,2395,"[596, 423, 82, 53]"
7787,2396,"[585, 423, 87, 51]"
7788,2397,"[603, 431, 78, 51]"
7789,2398,"[533, 412, 58, 37]"
7790,2398,"[619, 432, 67, 54]"
7791,2399,"[532, 410, 60, 37]"
7792,2399,"[526, 399, 93, 57]"
7793,2399,"[821, 421, 132, 120]"
7794,2399,"[625, 433, 64, 54]"
7795,2400,"[530, 414, 60, 36]"
7796,2400,"[572, 419, 74, 53]"
7797,2401,"[536, 417, 47, 36]"
7798,2401,"[600, 420, 54, 42]"
7799,2401,"[551, 425, 48, 40]"
7800,2401,"[598, 426, 61, 53]"
7801,2401,"[865, 424, 123, 149]"
7802,2401,"[812, 482, 151, 99]"
7803,2402,"[552, 428, 43, 37]"
7804,2402,"[610, 427, 55, 47]"
7805,2403,"[615, 431, 56, 46]"
7806,2404,"[525, 416, 54, 39]"
7807,2404,"[616, 426, 52, 44]"
7808,2404,"[623, 432, 52, 49]"
7809,2404,"[861, 436, 122, 85]"
7810,2404,"[683, 429, 179, 64]"
7811,2404,"[827, 431, 124, 83]"
7812,2405,"[434, 416, 75, 33]"
7813,2405,"[527, 416, 57, 38]"
7814,2405,"[621, 424, 52, 40]"
7815,2405,"[697, 422, 156, 65]"
7816,2405,"[624, 431, 51, 43]"
7817,2406,"[536, 416, 59, 34]"
7818,2406,"[622, 425, 54, 35]"
7819,2406,"[643, 436, 64, 38]"
7820,2407,"[531, 413, 61, 34]"
7821,2407,"[620, 419, 59, 37]"
7822,2407,"[556, 407, 91, 51]"
7823,2408,"[623, 430, 60, 38]"
7824,2408,"[869, 429, 106, 118]"
7825,2408,"[701, 447, 108, 77]"
7826,2409,"[532, 409, 47, 40]"
7827,2409,"[618, 424, 57, 41]"
7828,2409,"[617, 431, 64, 46]"
7829,2409,"[777, 428, 161, 101]"
7830,2410,"[430, 411, 71, 37]"
7831,2410,"[460, 403, 97, 52]"
7832,2410,"[531, 411, 55, 40]"
7833,2410,"[618, 421, 58, 38]"
7834,2410,"[543, 408, 93, 52]"
7835,2410,"[708, 415, 65, 30]"
7836,2410,"[696, 431, 195, 63]"
7837,2410,"[743, 429, 213, 96]"
7838,2411,"[608, 431, 71, 42]"
7839,2412,"[530, 434, 61, 53]"
7840,2412,"[694, 416, 84, 26]"
7841,2412,"[610, 436, 68, 42]"
7842,2413,"[692, 413, 171, 94]"
7843,2414,"[684, 419, 208, 100]"
7844,2414,"[688, 441, 228, 108]"
7845,2415,"[635, 410, 34, 34]"
7846,2415,"[517, 440, 54, 56]"
7847,2415,"[625, 440, 48, 45]"
7848,2415,"[669, 442, 243, 117]"
7849,2416,"[677, 433, 233, 101]"
7850,2417,"[519, 411, 78, 41]"
7851,2417,"[467, 387, 179, 75]"
7852,2417,"[679, 428, 227, 88]"
7853,2418,"[663, 433, 141, 64]"
7854,2418,"[499, 400, 127, 55]"
7855,2418,"[686, 428, 212, 77]"
